BNet_UI,Status,ProbeKit,DNA_Yield,DateExtracted,ID,Family,Subfamily,Tribe,Section,Genus,Species,Subspecies,Tissue,QubitAssayConcentration,QubitStockConcentration,FullName,ValidName,DateSentToRapid,Sequence Successful,ExtractedBy,Contributor,ProjectCode,Type ,DNA_Fragmentation,Notes
BN000874,sequenced,13,good,,477,Hesperiidae,Hesperiinae,Moncini,,Vettius,artona,,,0.0356,7.12,Vettius artona,Vettius artona,7/10/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000875,sequenced,13,good,12/2/2016,LEP 36903,Hesperiidae,Hesperiinae,Moncini,,Vettius,coryna,,Thorax,0.207,41.4,Vettius coryna,Vettius coryna,1/12/2017,Yes,K.Dexter,,Hesp,,,
BN000876,sequenced,450,good,,RE07G002,Hesperiidae,Hesperiinae,Moncini,,Vettius,pica,,,,,Vettius pica,Vettius lafrenaye,,Yes,M. Espeland,,,,,Marianne's sequence
BN000877,sequenced,450,good,,349,Hesperiidae,Hesperiinae,Moncini,,Vidius,catarinae,,,0.0267,5.34,Vidius catarinae,Vidius catarinae,3/26/2018,,Andy Warren,Andy Warren,Hesp,,,
BN000878,sequenced,450,good,,480,Hesperiidae,Hesperiinae,Moncini,,Vinius,letis,,,0.0586,11.7,Vinius letis,Vinius letis,6/27/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000879,sequenced,13,good,8/16/2017,LEP 53042,Hesperiidae,Pyrginae,Carcharodini,,Viola,viollela,,Abdomen,0.276,55.2,Viola viollela,Viola violella,3/12/2018,,K. Dexter,Ana B. B. Morais,Hesp,,,
BN000880,sequenced,450,good,,342,Hesperiidae,Pyrginae,Carcharodini,,Viola,,,,0.101,20.2,Viola ,--,6/27/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000881,sequenced,450,good,,341,Hesperiidae,Hesperiinae,Moncini,,Virga,austrinus,,,0.0395,7.9,Virga austrinus,Virga austrinus,6/27/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000882,sequenced,13,good,12/2/2016,LEP 39361,Hesperiidae,Hesperiinae,Hesperiini,,Wallengrenia,egeremet,,Thorax,1.59,318,Wallengrenia egeremet,Wallengrenia egeremet,1/12/2017,Yes,K.Dexter,,Hesp,,,
BN000883,sequenced,13,good,12/2/2016,LEP 29623,Hesperiidae,Hesperiinae,Hesperiini,,Wallengrenia,ophites,,Thorax,0.354,70.8,Wallengrenia ophites,Wallengrenia otho,1/12/2017,Yes,K.Dexter,,Hesp,,,
BN000884,sequenced,450,good,9/28/2016,LEP 26148,Hesperiidae,Hesperiinae,Hesperiini,,Wallengrenia,otho,otho,Legs,0.038,7.6,Wallengrenia otho,Wallengrenia otho,12/13/2016,Yes,K.Dexter,,Hesp,,,
BN000885,sequenced,450,good,9/5/2017,LEP 53072,Hesperiidae,Hesperiinae,Hesperiini,,Wallengrenia,premnas,,Abdomen,0.333,66.6,Wallengrenia premnas,Wallengrenia premnas,3/26/2018,,K. Dexter,Ana B. B. Morais,Hesp,X,,
BN000886,duplicate,NA,good,9/15/2017,DY-93-H008,Hesperiidae,Hesperiinae,Hesperiini,,Wallengrenia,premnas,,Thorax,0.327,65.4,Wallengrenia premnas,Wallengrenia premnas,--,--,K. Dexter,MCZ,--,X,,
BN000887,OnGenbank,NA,low,,550,Hesperiidae,Hesperiinae,Erionotini,,Xanthodisca,astrape,,,0.0222,4.44,Xanthodisca astrape,Xanthodisca astrape,,,Andy Warren,Andy Warren,Hesp,,,10 genes
BN000888,sequenced,450,good,7/26/2017,BN-SZS-00531,Hesperiidae,Hesperiinae,Erionotini,,Xanthodisca,vibius,,Legs,0.0532,10.6,Xanthodisca vibius,Xanthodisca vibius,3/26/2018,,K. Dexter,Szabolcs Sáfián,Hesp,X,,
BN000889,sequenced,450,good,12/28/2016,DL-12-E168,Hesperiidae,Hesperiinae,Erionotini,,Xanthoneura,obscurior,,Thorax,0.0954,19.1,Xanthoneura obscurior,Xanthoneura obscurior,6/27/2017,,K.Dexter,D. Lohman,Hesp,,,
BN000890,sequenced,450,good,,432,Hesperiidae,Hesperiinae,Hesperiini,,Xeniades,orchamus,,,0.0358,7.16,Xeniades orchamus,Xeniades orchamus,6/27/2017,,Andy Warren,Andy Warren,Hesp,X,,
BN000891,sequenced,450,good,12/2/2016,LEP 30291,Hesperiidae,Pyrginae,Pyrgini,,Xenophanes,tryxus,,Thorax,0.282,56.4,Xenophanes tryxus,Xenophanes tryxus,12/13/2016,Yes,K.Dexter,,Hesp,X,,
BN000892,sequenced,450,good,,520,Hesperiidae,Pyrginae,Pyrrhopygini,,Yanguna,cosyra,,,0.0867,17.3,Yanguna cosyra,Yanguna cosyra,6/27/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000893,sequenced,450,good,9/15/2017,RV-06-A439,Hesperiidae,Hesperiinae,Anthoptini,,Zalomes,,,Thorax,0.36,72,Zalomes ,Zalomes,3/26/2018,,K. Dexter,MCZ,Hesp,,,
BN000894,sequenced,13,good,9/28/2016,MY-2016-HES-11,Hesperiidae,Hesperiinae,Erionotini,,Zela,elioti,,Thorax,0.781,156,Zela elioti,Zela elioti,1/12/2017,Yes,K.Dexter,Yago,Hesp,,,
BN000895,sequenced,13,good,,607,Hesperiidae,Hesperiinae,Erionotini,,Zela,excellens,,,0.0745,14.9,Zela excellens,Zela excellens,7/10/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000896,sequenced,13,good,9/28/2016,MY-2016-HES-35,Hesperiidae,Hesperiinae,Erionotini,,Zela,smaragdinus,,Legs,0.169,33.8,Zela smaragdinus,Zela smaragdinus,1/12/2017,Yes,K.Dexter,Yago,Hesp,,,
BN000897,sequenced,450,good,9/28/2016,MY-2016-HES-17,Hesperiidae,Hesperiinae,Erionotini,,Zela,zeus,optimus,Thorax,1.04,208,Zela zeus,Zela zeus,12/13/2016,Yes,K.Dexter,Yago,Hesp,X,,
BN000898,sequenced,13,good,4/12/2017,Rvcoll11K904,Hesperiidae,Hesperiinae,Baoridini,,Zenonia,anax,,Thorax,0.089,17.8,Zenonia anax,Zenonia anax,7/10/2017,,K. Dexter,Roger Vila,Hesp,,,
BN000899,sequenced,450,good,4/12/2017,Rvcoll11K410,Hesperiidae,Hesperiinae,Baoridini,,Zenonia,zeno,,Thorax,0.0842,16.8,Zenonia zeno,Zenonia zeno,6/27/2017,,K. Dexter,Roger Vila,Hesp,X,,
BN000900,sequenced,450,good,,505,Hesperiidae,Eudaminae,,,Zestusa,elwesi,,,0.0859,17.2,Zestusa elwesi,Zestusa elwesi,6/27/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000901,sequenced,450,good,9/28/2016,MY-2016-HES-32,Hesperiidae,Hesperiinae,Erionotini,,Zographetus,ogygia,ogygia,Thorax,0.0494,9.88,Zographetus ogygia,Zographetus ogygia,6/27/2017,,K.Dexter,Yago,Hesp,,,
BN000902,sequenced,13,good,9/28/2016,MY-2016-HES-20,Hesperiidae,Hesperiinae,Erionotini,,Zographetus,satwa,,Thorax,0.497,99.4,Zographetus satwa,Zographetus satwa,1/12/2017,Yes,K.Dexter,Yago,Hesp,X,,
BN000903,sequenced,13,good,1/16/2017,EI-16-D186,Hesperiidae,Hesperiinae,Erionotini,,Zographetus,thrax,thraxx,Thorax,0.023,4.6,Zographetus thrax,NA,3/5/2018,,K.Dexter,D. Lohman,Hesp,,,
BN000904,sequenced,450,good,7/26/2017,BN-SZS-00600,Hesperiidae,Hesperiinae,Erionotini,,Zophopetes,cerymica,,Legs,0.257,51.4,Zophopetes cerymica,Zophopetes cerymica,3/26/2018,,K. Dexter,Szabolcs Sáfián,Hesp,,,
BN000905,InQueue,13,good,9/15/2017,RV-04-I651,Hesperiidae,Pyrginae,Pyrgini,,Zopyrion,subvariegata,,Thorax,0.278,55.6,Zopyrion subvariegata,Zopyrion subvariegata,,,K. Dexter,MCZ,Hesp,,5,
BN000906,sequenced,450,good,,AP-98-W773,Lycaenidae,Polyommatinae,Polyommatini,,Actizera,lucida,,,,,Actizera lucida,Actizera lucida,,Yes,M. Espeland,,,,,Marianne's sequence
BN000907,InQueue,450,good,1/16/2017,BN-SZS-00175,Lycaenidae,Poritiinae,Liptenini,Epitolina,Aethiopana,honorius,,Thorax,0.416,83.2,Aethiopana honorius,Aethiopana honorius,,,K.Dexter,M. Espeland,,X,4,
BN000908,duplicate,unassigned,low,5/20/2016,LEP 26524,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Agriades,glandon,rusticus/megalo,Legs,0.011,2.22,Agriades glandon,Agriades glandon,--,--,K.Dexter,,--,X,,
BN000909,unsequenceable,unassigned,bad,7/1/2016,LEP 26278,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Agriades,glandon,rusticus,Legs,<0.010,,Agriades glandon,Agriades glandon,--,--,K.Dexter,,--,X,,
BN000910,duplicate,unassigned,low,7/1/2016,LEP 26525,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Agriades,glandon,rusticus/megalo,Legs,0.0117,2.34,Agriades glandon,Agriades glandon,--,--,K.Dexter,,--,X,,
BN000911,sequenced,450,low,4/12/2017,LEP 26279,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Agriades,glandon,rusticus,Thorax,0.0222,4.44,Agriades glandon,Agriades glandon,3/26/2018,,K. Dexter,,,X,,
BN000912,sequenced,450,good,12/28/2016,MY-2016-055,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Albulina,optilete,daisetsuzana,Thorax,0.431,86.2,Albulina optilete,Agriades optilete,3/26/2018,,K.Dexter,Yago,,,,
BN000913,sequenced,450,good,,DL-09-X161,Lycaenidae,Miletinae,Miletini,,Allotinus,unicolor,,,,20,Allotinus unicolor,Allotinus unicolor,,Yes,M. Espeland,,,,,Marianne's sequence
BN000914,sequenced,450,good,,DL-09-X150,Lycaenidae,Theclinae,Amblypodiini,,Amblypodia,narada,,,,45,Amblypodia narada,Amblypodia narada,,Yes,M. Espeland,,,X,,Marianne's sequence
BN000915,sequenced,450,good,,ME-12-D075,Lycaenidae,Polyommatinae,Lycaenesthini,,Anthene,larydas,,,,41,Anthene larydas,Anthene larydas,,Yes,M. Espeland,,,X,,Marianne's sequence
BN000916,sequenced,13,good,1/16/2017,BN-SZS-00164,Lycaenidae,Polyommatinae,Lycaenesthini,,Anthene,princeps,,Thorax,0.897,17.9,Anthene princeps,Anthene princeps,3/5/2018,,K.Dexter,M. Espeland,,,,Species Level
BN000917,InQueue,450,good,4/12/2017,LEP 35959,Lycaenidae,Theclinae,Theclini,,Antigius,attilia,,Thorax,0.404,80.8,Antigius attilia,Antigius attilia,,,K. Dexter,,,X,5,
BN000918,sequenced,450,good,12/7/2016,MY-2016-30,Lycaenidae,Theclinae,Theclini,,Araragi,enthea,enthea,Thorax,0.132,26.4,Araragi enthea,Araragi enthea,3/26/2018,,K.Dexter,Yago,,X,,
BN000919,sequenced,450,good,4/12/2017,LEP 30455,Lycaenidae,Theclinae,Eumaeini,,Arawacus,aetolus,,Thorax,0.339,67.8,Arawacus aetolus,Arawacus aetolus,3/26/2018,,K. Dexter,,,X,,
BN000920,sequenced,13,good,12/28/2016,MY-2016-045,Lycaenidae,Theclinae,Arhopalini,,Arhopala,bazalus,turbata,Thorax,0.0748,15,Arhopala bazalus,Arhopala bazalus,3/5/2018,,K.Dexter,Yago,Arho,,,2 genes
BN000921,sequenced,13,good,12/28/2016,MY-2016-046,Lycaenidae,Theclinae,Arhopalini,,Arhopala,ganesa,loomisi,Thorax,0.316,63.2,Arhopala ganesa,Arhopala ganesa,3/5/2018,,K.Dexter,Yago,Arho,,,
BN000922,sequenced,450,good,,DL-09-X149,Lycaenidae,Theclinae,Arhopalini,,Arhopala,,,,,69.6,Arhopala ,Arhopala,,Yes,M. Espeland,,,,,Marianne's sequence
BN000923,InQueue,450,good,5/31/2017,LEP 50921,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Aricia,agestis,,Abdomen/Thorax,0.464,92.8,Aricia agestis,Aricia agestis,,,K. Dexter,,,X,5,
BN000924,sequenced,450,good,,LEP 25299,Lycaenidae,Theclinae,Theclini,,Artopoetes,pryeri,,,,,Artopoetes pryeri,Artopoetes pryeri,,Yes,M. Espeland,,,,,Marianne's sequence
BN000925,InQueue,450,good,4/12/2017,LEP 44580,Lycaenidae,Theclinae,Eumaeini,,Atlides,halesus,,Thorax,0.439,87.8,Atlides halesus,Atlides halesus,,,K. Dexter,,,X,4,
BN000926,sequenced,450,good,9/15/2017,LEP 53191,Lycaenidae,Theclinae,Eumaeini,,Aubergina,vanessoides,,Thorax,0.379,75.8,Aubergina vanessoides,Aubergina vanessoides,3/26/2018,,K. Dexter,H. Romanowski & N. Mega,,,,
BN000927,InQueue,450,good,4/12/2017,LEP 32072,Lycaenidae,Theclinae,Eumaeini,,Bistonina,bactriana,,Thorax,0.465,93,Bistonina bactriana,Bistonina bactriana,,,K. Dexter,,,,5,
BN000928,sequenced,450,good,4/12/2017,LEP 28885,Lycaenidae,Theclinae,Eumaeini,,Brangas,,,Thorax,0.0296,5.92,Brangas ,Brangas,3/26/2018,,K. Dexter,,,,,
BN000929,sequenced,450,good,4/12/2017,LEP 43869,Lycaenidae,Polyommatinae,Polyommatini,,Brephidium,exile,,Thorax,0.124,24.8,Brephidium exile,Brephidium exilis,3/26/2018,,K. Dexter,,,X,,
BN000930,InQueue,450,good,4/12/2017,LEP 36808,Lycaenidae,Theclinae,Theclini,,Brevianta,,,Thorax,0.424,84.8,Brevianta ,Brevianta,,,K. Dexter,,,,5,
BN000931,sequenced,13,good,8/19/2016,LEP 26626,Lycaenidae,Theclinae,Eumaeini,,Callophrys,affinis,affinis,Legs,0.0396,7.92,Callophrys affinis,NA,3/5/2018,,K.Dexter,,,,,
BN000932,sequenced,13,good,12/28/2016,MS-2016-028,Lycaenidae,Theclinae,Eumaeini,,Callophrys,ferrea,,Thorax,0.487,97.4,Callophrys ferrea,NA,3/5/2018,,K.Dexter,Yago,,,,
BN000933,duplicate,NA,low,7/1/2016,LEP 26623,Lycaenidae,Theclinae,Eumaeini,,Callophrys,gryneus,siva,Legs,0.0188,3.76,Callophrys gryneus,Callophrys gryneus,,,K.Dexter,,,,,1 gene
BN000934,duplicate,NA,good,7/1/2016,LEP 28782,Lycaenidae,Theclinae,Eumaeini,Calycopidina,Calycopis,cercrops,,Thorax,0.618,124,Calycopis cercrops,Calycopis cecrops,--,--,K.Dexter,,--,,,
BN000935,sequenced,450,good,,Transcriptome,Lycaenidae,Theclinae,Eumaeini,Calycopidina,Calycopis,cercrops,,,,,Calycopis cercrops,Calycopis cecrops,,Yes,M. Espeland,,,,,Marianne's sequence
BN000936,sequenced,13,good,,RE-01-H085,Lycaenidae,Polyommatinae,Candalidini,,Candalides,absimilis,absimilis,thorax,,25.8,Candalides absimilis,Candalides absimilis,7/10/2017,,Sarah Maunsell,R. Eastwood & L. Matthews,Cand,,,
BN000937,sequenced,13,good,,MFB-00-P651,Lycaenidae,Polyommatinae,Candalidini,,Candalides,acasta,,thorax,,17.6,Candalides acasta,Candalides acasta,7/10/2017,,Sarah Maunsell,M.F. Braby & M. Moore,Cand,,,
BN000938,sequenced,13,good,,HD-16-L007,Lycaenidae,Polyommatinae,Candalidini,,Candalides,ardosiacea,,dry legs,,17.8,Candalides ardosiacea,Candalides ardosiacea,7/10/2017,,Sarah Maunsell,David Lohman,Cand,,,
BN000939,sequenced,13,good,,KD-93-B064,Lycaenidae,Polyommatinae,Candalidini,,Candalides,consimilis,consimilis,thorax,,14.3,Candalides consimilis,Candalides consimilis,7/10/2017,,Sarah Maunsell,K.L. Dunn,Cand,,,
BN000940,sequenced,13,good,,HD-16-L008,Lycaenidae,Polyommatinae,Candalidini,,Candalides,cupreus,,dry legs,,19.9,Candalides cupreus,Candalides cupreus,7/10/2017,,Sarah Maunsell,David Lohman,Cand,,,
BN000941,sequenced,13,good,,MFB-04-A127,Lycaenidae,Polyommatinae,Candalidini,,Candalides,cyprotus,cyprotus,thorax,,64,Candalides cyprotus,Candalides cyprotus,7/10/2017,,Sarah Maunsell,M.F. Braby,Cand,,,
BN000942,sequenced,13,good,,TW-97-Y430,Lycaenidae,Polyommatinae,Candalidini,,Candalides,delospila,,thorax,,18.2,Candalides delospila,Candalides delospila,7/10/2017,,Sarah Maunsell,T.A. Woodger,Cand,,,
BN000943,sequenced,13,good,,KD-93-C079,Lycaenidae,Polyommatinae,Candalidini,,Candalides,erinus,erinus,thorax,,15.7,Candalides erinus,Candalides erinus,7/10/2017,,Sarah Maunsell,K.L. Dunn,Cand,,,
BN000944,sequenced,13,good,,RE-03-B033,Lycaenidae,Polyommatinae,Candalidini,,Candalides,geminus,,thorax,,13.1,Candalides geminus,Candalides geminus,7/10/2017,,Sarah Maunsell,R. Eastwood,Cand,,,
BN000945,sequenced,13,good,,KD-94-R014,Lycaenidae,Polyommatinae,Candalidini,,Candalides,heathi,heathi,thorax,,43.4,Candalides heathi,Candalides heathi,7/10/2017,,Sarah Maunsell,K.L. Dunn,Cand,,,
BN000946,sequenced,13,good,,RE-03-B107,Lycaenidae,Polyommatinae,Candalidini,,Candalides,helenita,helenita,thorax,,12.2,Candalides helenita,Candalides helenita,7/10/2017,,Sarah Maunsell,K. Beattie,Cand,,,
BN000947,sequenced,13,good,,MFB-04-A110,Lycaenidae,Polyommatinae,Candalidini,,Candalides,hyacinthinus,hyacinthinus,thorax,,71.8,Candalides hyacinthinus,Zera hyacinthinus,7/10/2017,,Sarah Maunsell,M.F. Braby,Cand,,,
BN000948,sequenced,13,good,,KD-94-T072,Lycaenidae,Polyommatinae,Candalidini,,Candalides,margarita,margarita,thorax,,11.6,Candalides margarita,Candalides margarita,7/10/2017,,Sarah Maunsell,K.L. Dunn,Cand,,,
BN000949,sequenced,13,good,,MFB-97-X104,Lycaenidae,Polyommatinae,Candalidini,,Candalides,noelkeri,,thorax,,33.6,Candalides noelkeri,Candalides noelkeri,7/10/2017,,Sarah Maunsell,M.F. Braby & F. Douglas,Cand,,,
BN000950,sequenced,13,good,,HD-16-L009,Lycaenidae,Polyommatinae,Candalidini,,Candalides,silicea,,dry legs,,15.6,Candalides silicea,Candalides silicea,7/10/2017,,Sarah Maunsell,David Lohman,Cand,,,
BN000951,sequenced,450,good,,RE-05-D052,Lycaenidae,Polyommatinae,Candalidini,,Candalides,xanthospilos,,,,41.8,Candalides xanthospilos,Candalides xanthospilos,,Yes,M. Espeland,,,X,,Marianne's sequence
BN000952,sequenced,450,good,,MWT-93-B020,Lycaenidae,Theclinae,Catapaecilmatini,,Catapaecilma,major,,,,20,Catapaecilma major,Catapaecilma major,,Yes,M. Espeland,,,,,Marianne's sequence
BN000953,sequenced,450,good,,KD-93-C044,Lycaenidae,Polyommatinae,Polyommatini,,Catochrysops,panormus,,,,,Catochrysops panormus,Catochrysops panormus,,Yes,M. Espeland,,,,,Marianne's sequence
BN000954,OnGenbank,NA,good,7/1/2016,LEP 27507,Lycaenidae,Polyommatinae,Polyommatini,Lycaenopsina,Celastrina,neglecta,,Legs,0.756,151,Celastrina neglecta,Celastrina neglecta,,,K.Dexter,,,,,8 genes
BN000955,unsequenceable,unassigned,bad,12/7/2016,MY-2016-31,Lycaenidae,Polyommatinae,Polyommatini,Lycaenopsina,Celastrina,ogasawaraensis,,Legs,<0.010,,Celastrina ogasawaraensis,Celastrina ogasawaraensis,--,--,K.Dexter,Yago,--,,,
BN000956,InQueue,450,good,1/16/2017,BN-SZS-00302,Lycaenidae,Poritiinae,Liptenini,Epitolina,Cerautola,ceraunia,,Thorax,0.423,84.6,Cerautola ceraunia,Cerautola ceraunia,,,K.Dexter,M. Espeland,,X,4,
BN000957,sequenced,13,good,7/26/2017,BN-SZS-00540,Lycaenidae,Poritiinae,Liptenini,Epitolina,Cerautola,hewitsonoides,,Legs,0.0712,14.2,Cerautola hewitsonoides,NA,3/5/2018,,K. Dexter,Szabolcs Sáfián,,,,
BN000958,sequenced,13,good,1/16/2017,BN-SZS-00295,Lycaenidae,Poritiinae,Liptenini,Epitolina,Cerautola,miranda,vidua,Thorax,0.462,92.4,Cerautola miranda,Cerautola miranda,3/5/2018,,K.Dexter,M. Espeland,,,,
BN000959,InQueue,450,good,7/1/2016,LEP 31428,Lycaenidae,Theclinae,Cheritrini,,Cheritra,freja,frigga,Thorax,0.258,51.6,Cheritra freja,Cheritra freja,,,K.Dexter,,,,4,
BN000960,sequenced,13,good,12/28/2016,MS-2016-002,Lycaenidae,Theclinae,Theclini,,Chrysozephyrus,brillantinus,,Thorax,0.224,44.8,Chrysozephyrus brillantinus,Chrysozephyrus brillantina,3/5/2018,,K.Dexter,Yago,,,,
BN000961,sequenced,13,good,12/28/2016,MS-2016-027,Lycaenidae,Theclinae,Theclini,,Chrysozephyrus,hisamatsusanus,,Thorax,0.134,26.8,Chrysozephyrus hisamatsusanus,Chrysozephyrus hisamatsusanus,3/5/2018,,K.Dexter,Yago,,,,
BN000962,sequenced,450,good,12/28/2016,MY-2016-099,Lycaenidae,Theclinae,Theclini,,Chrysozephyrus,smaragdinus,smaragdinus,Thorax,0.0525,10.5,Chrysozephyrus smaragdinus,Chrysozephyrus smaragdina,3/26/2018,,K.Dexter,Yago,,X,,
BN000963,sequenced,450,good,,ME-11-B030,Lycaenidae,Theclinae,Aphnaeini,,Cigaritis,trimeni,,,,43.6,Cigaritis trimeni,Cigaritis trimeni,,Yes,M. Espeland,,,,,Marianne's sequence
BN000964,sequenced,450,good,1/16/2017,BN-SZS-00271,Lycaenidae,Poritiinae,Liptenini,Liptenina,Citrinophila,erastus,,Thorax,0.321,64.2,Citrinophila erastus,Citrinophila erastus,3/26/2018,,K.Dexter,M. Espeland,,,,
BN000965,duplicate,unassigned,low,7/26/2017,BN-SZS-00622,Lycaenidae,Poritiinae,Liptenini,Liptenina,Citrinophila,n.sp.,,Legs,0.0202,4.04,Citrinophila n.sp.,Citrinophila sp,--,--,K. Dexter,Szabolcs Sáfián,--,,,
BN000966,sequenced,450,good,,AD-00-P540,Lycaenidae,Polyommatinae,Polyommatini,Everina,Cupido,minimus,,,,,Cupido minimus,Cupido minimus,,Yes,M. Espeland,,,X,,Marianne's sequence
BN000967,sequenced,450,good,,ME-12-D035,Lycaenidae,Polyommatinae,Polyommatini,,Cupidopsis,cissus,,,,12.8,Cupidopsis cissus,Cupidopsis cissus,,Yes,M. Espeland,,,,,Marianne's sequence
BN000968,sequenced,450,good,,RE-10-K028,Lycaenidae,Curetinae,,,Curetis,tagalica,,,,15.8,Curetis tagalica,Curetis tagalica,,Yes,M. Espeland,,,,,Marianne's sequence
BN000969,sequenced,450,good,9/15/2017,LEP 53098,Lycaenidae,Theclinae,Eumaeini,,Cyanophrys,acaste,,Thorax,0.247,49.4,Cyanophrys acaste,Cyanophrys acaste,3/26/2018,,K. Dexter,H. Romanowski & N. Mega,,,,
BN000970,sequenced,450,good,,AJG-07-E194,Lycaenidae,Theclinae,Cheritriini,,Dapidodigma,demeter,nuptus,,,25.2,Dapidodigma demeter,Dapidodigma demeter,,Yes,M. Espeland,,,,,Marianne's sequence
BN000971,sequenced,450,good,,RE-10-K039,Lycaenidae,Poritiinae,Poritini,,Deramas,livens,,thorax,0.229,45.8,Deramas livens,Deramas livens,6/27/2017,,Sarah Maunsell,R. Eastwood,,X,,
BN000972,sequenced,13,good,4/3/2017,VN-16-D193,Lycaenidae,Poritiinae,Poritini,,Deramas,manobo,,Abdomen,0.415,83,Deramas manobo,NA,3/12/2018,,K. Dexter,David Lohman,,,,
BN000973,sequenced,13,good,7/26/2017,BN-SZS-00604,Lycaenidae,Theclinae,Deudorigini,,Deudorix,odana,,Legs,0.0124,24.8,Deudorix odana,Deudorix odana,3/5/2018,,K. Dexter,Szabolcs Sáfián,,,,
BN000974,sequenced,450,good,,ME-11-B047,Lycaenidae,Theclinae,Deudorigini,,Deudorix,,,,,17.3,Deudorix ,Deudorix,,Yes,M. Espeland,,,,,Marianne's sequence
BN000975,sequenced,13,good,1/16/2017,BN-SZS-00202,Lycaenidae,Theclinae,Deudorigini,,Deudorix  ,galathea,,Thorax,0.485,97,Deudorix  galathea,Deudorix galathea,3/5/2018,,K.Dexter,M. Espeland,,,,
BN000976,sequenced,13,good,1/16/2017,BN-SZS-00168,Lycaenidae,Theclinae,Deudorigini,,Deudorix  ,lorisona,,Thorax,0.409,81.8,Deudorix  lorisona,Deudorix lorisona,3/5/2018,,K.Dexter,M. Espeland,,,,
BN000977,sequenced,450,good,,DL-05-K002,Lycaenidae,Theclinae,Loxurini,,Drina,maneia,,,,75,Drina maneia,Drina maneia,,Yes,M. Espeland,,,,,Marianne's sequence
BN000978,sequenced,450,good,,DL-01-P128,Lycaenidae,Theclinae,Cheritriini,,Drupadia,ravindra,moorei,,,34.2,Drupadia ravindra,Drupadia ravindra,,Yes,M. Espeland,,,X,,Marianne's sequence
BN000979,unsequenceable,unassigned,bad,7/1/2016,LEP 26168,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Echinargus,isola,,Legs,<0.010,,Echinargus isola,Echinargus isola,--,--,K.Dexter,,--,,,
BN000980,sequenced,450,good,7/20/2017,LEP 43791,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Echinargus,isola,,Thorax,0.242,48.4,Echinargus isola,Echinargus isola,3/26/2018,,K. Dexter,K. Wilmott,,X,,
BN000981,sequenced,450,good,,TL-97-W513,Lycaenidae,Polyommatinae,Polyommatini,,Eicochrysops,hippocrates,,,,,Eicochrysops hippocrates,Eicochrysops hippocrates,,Yes,M. Espeland,,,,,Marianne's sequence
BN000982,InQueue,450,good,7/14/2017,LEP 29619,Lycaenidae,Theclinae,Eumaeini,Calycopidina,Electrostrymon,angerona,,Thorax,0.439,87.8,Electrostrymon angerona,Electrostrymon angerona,,,K. Dexter,,,,5,
BN000983,sequenced,13,good,7/26/2017,BN-SZS-00601,Lycaenidae,Poritiinae,Liptenini,Epitolina,Epitola,posthumus,,Legs,0.403,80.6,Epitola posthumus,Epitola posthumus,3/12/2018,,K. Dexter,Szabolcs Sáfián,,,,
BN000984,InQueue,450,good,7/26/2017,BN-SZS-00508,Lycaenidae,Poritiinae,Liptenini,Epitolina,Epitola,urania,,Legs,0.352,70.4,Epitola urania,Epitola urania,,,K. Dexter,Szabolcs Sáfián,,,4,
BN000985,sequenced,13,good,7/26/2017,BN-SZS-00538,Lycaenidae,Poritiinae,Liptenini,Epitolina,Epitola,uranoides,,Legs,0.29,58,Epitola uranoides,Epitola uranoides,3/5/2018,,K. Dexter,Szabolcs Sáfián,,,,
BN000986,sequenced,13,good,7/26/2017,BN-SZS-00615,Lycaenidae,Poritiinae,Liptenini,Epitolina,Epitolina,catori,larseni?,Legs,0.216,43.2,Epitolina catori,Epitolina catori,3/5/2018,,K. Dexter,Szabolcs Sáfián,,,,
BN000987,sequenced,450,good,1/16/2017,BN-SZS-00192,Lycaenidae,Poritiinae,Liptenini,Epitolina,Epitolina,dispar,,Thorax,0.16,32,Epitolina dispar,Epitolina dispar,3/26/2018,,K.Dexter,M. Espeland,,X,,
BN000988,sequenced,450,low,1/16/2017,BN-SZS-00296,Lycaenidae,Poritiinae,Liptenini,Liptenina,Eresiomera,isca,,Thorax,0.0181,3.62,Eresiomera isca,Eresiomera isca,3/26/2018,,K.Dexter,M. Espeland,,X,,
BN000989,sequenced,450,good,,SZS-ES-032,Lycaenidae,Polyommatinae,Polyommatini,,Euchrysops,albistriata,greenwoodi,,,,Euchrysops albistriata,Euchrysops albistriata,,Yes,M. Espeland,,,,,Marianne's sequence
