SamplesSubmitted,SequencesReceived,SequencesProcessed,LociRecoverd,DelevieredTo,DelevieredToDate,RAPiD_SampleCode,BNet_UI,DNA_Yield,ProbeKit,Date_Extracted,ID,Family,Subfamily,Tribe,Section,Genus,Species,Subspecies,Tissue,QubitAssayConcentration,QubitStockConcentration,FullName,ValidName,DateSentToRapid,ExtractedBy,Contributor,ProjectCode,Type,RAPID_RowSort,RAPID_ColumnSort,RAPID_UniqueClientCode
YES,YES,YES,,,,FMN_456206_P07_WE06,BN000229,good,13,7/26/2017,BN-SZS-00505,Hesperiidae,Pyrginae,Celaenorrhinini,,Celaenorrhinus,alluaudi,,Legs,0.174,34.8,Celaenorrhinus alluaudi,Apallaga alluaudi,3/5/2018,K. Dexter,Szabolcs Sáfián,Hesp,,630,621,BNSZS00505
YES,YES,YES,,,,FMN_456206_P13_WG12,BN000240,good,13,8/16/2017,LEP 53033,Hesperiidae,Pyrginae,Celaenorrhinini,,Celaenorrhinus,similis,,Abdomen,0.247,49.4,Celaenorrhinus similis,Celaenorrhinus similis,3/12/2018,K. Dexter,Ana B. B. Morais,Hesp,,1236,1247,LEP53033
YES,YES,YES,,,,FMN_456206_P07_WC04,BN000322,good,13,7/26/2017,BN-SZS-00466,Hesperiidae,Pyrginae,Celaenorrhinini,,Eretis,buamba,,Legs,0.0516,10.3,Eretis buamba,Eretis buamba,3/5/2018,K. Dexter,Szabolcs Sáfián,Hesp,,604,603,BNSZS00466
YES,YES,YES,,,,FMN_456206_P08_WA06,BN000323,good,13,9/15/2017,ME-12-C668,Hesperiidae,Pyrginae,Celaenorrhinini,,Eretis,djaelaelae,,Thorax,0.48,96,Eretis djaelaelae,Eretis djaelaelae,3/5/2018,K. Dexter,MCZ,Hesp,,678,713,ME12C668
YES,YES,YES,,,,FMN_456206_P13_WH03,BN000327,good,13,9/15/2017,ME-12-C669,Hesperiidae,Pyrginae,Celaenorrhinini,,Eretis,umbra,,Thorax,0.293,58.6,Eretis umbra,Eretis umbra,3/12/2018,K. Dexter,MCZ,Hesp,,1239,1176,ME12C669
YES,YES,YES,,,,FMN_456206_P07_WG03,BN000728,good,13,9/15/2017,NP-04-J516,Hesperiidae,Pyrginae,Celaenorrhinini,,Sarangesa,motozi,,Thorax,0.283,56.6,Sarangesa motozi,Sarangesa motozi,3/5/2018,K. Dexter,MCZ,Hesp,,651,599,NP04J516
YES,YES,YES,,,,FMN_456206_P08_WA03,BN000730,good,13,7/14/2017,LEP 50581,Hesperiidae,Pyrginae,Celaenorrhinini,,Sarangesa,ruona,,Thorax,0.422,84.4,Sarangesa ruona,Sarangesa ruona,3/5/2018,K. Dexter,,Hesp,,675,689,LEP50581
YES,YES,YES,,,,FMN_456206_P14_WB07,BN003453,good,13,1/17/2018,LEP 59366,Hesperiidae,Pyrginae,Celaenorrhinini,,Sarangesa,brigida,brigida,Abdomen Soak,0.43,86,Sarangesa brigida,Sarangesa brigida,3/12/2018,K. Dexter,Toussaint,Hesp,,1267,1298,LEP59366
YES,YES,YES,,,,FMN_456206_P07_WH11,BN000510,good,13,9/15/2017,RV-06-A372,Hesperiidae,Pyrginae,Erynnini,,Mylon,maimon,,Thorax,0.396,79.2,Mylon maimon,Mylon maimon,3/5/2018,K. Dexter,MCZ,Hesp,,671,664,RV06A372
YES,YES,YES,,,,FMN_456206_P07_WB08,BN000752,good,13,,637,Hesperiidae,Pyrginae,Erynnini,,Sostrata,nordica,,,0.0294,5.88,Sostrata nordica,Sostrata nordica,3/5/2018,Andy Warren,Andy Warren,Hesp,,596,634,637
YES,YES,YES,,,,FMN_456206_P14_WA03,BN000125,good,13,8/16/2017,LEP 53028,Hesperiidae,Pyrginae,Pyrgini,,Anisochoria,sublimbata,,Abdomen,0.363,72.6,Anisochoria sublimbata,Anisochoria sublimbata,3/12/2018,K. Dexter,Ana B. B. Morais,Hesp,,1251,1265,LEP53028
YES,YES,YES,,,,FMN_456206_P13_WH11,BN000133,good,13,8/16/2017,LEP 53029,Hesperiidae,Pyrginae,Pyrgini,,Antigonus,liborius,areta,Abdomen,0.345,69,Antigonus liborius,Antigonus liborius,3/12/2018,K. Dexter,Ana B. B. Morais,Hesp,,1247,1240,LEP53029
YES,YES,YES,,,,FMN_456206_P14_WA09,BN000134,good,13,9/15/2017,RV-04-I117,Hesperiidae,Pyrginae,Pyrgini,,Antigonus,mutilatus,,Thorax,0.387,77.4,Antigonus mutilatus,Antigonus mutilatus,3/12/2018,K. Dexter,MCZ,Hesp,,1257,1313,RV04I117
YES,YES,YES,,,,FMN_456206_P07_WA04,BN000403,low,13,,203,Hesperiidae,Pyrginae,Pyrgini,,Heliopetes,macaira,,,0.0132,2.64,Heliopetes macaira,Heliopetes macaira,3/5/2018,Andy Warren,Andy Warren,Hesp,,580,601,203
YES,YES,YES,,,,FMN_456206_P07_WG10,BN000407,good,13,8/16/2017,LEP 53039,Hesperiidae,Pyrginae,Pyrgini,,Heliopetes,purgia,,Abdomen,0.322,64.4,Heliopetes purgia,Heliopetes purgia,3/5/2018,K. Dexter,Ana B. B. Morais,Hesp,,658,655,LEP53039
YES,YES,YES,,,,FMN_456206_P08_WA05,BN000406,good,13,9/15/2017,RV-05-M424,Hesperiidae,Pyrginae,Pyrgini,,Heliopetes,omrina,,Thorax,0.444,88.8,Heliopetes omrina,Heliopetes omrina,3/5/2018,K. Dexter,MCZ,Hesp,,677,705,RV05M424
YES,YES,YES,,,,FMN_456206_P13_WH01,BN000402,good,13,8/16/2017,LEP 53037,Hesperiidae,Pyrginae,Pyrgini,,Heliopetes,libra,,Abdomen,0.275,55,Heliopetes libra,Heliopetes libra,3/12/2018,K. Dexter,Ana B. B. Morais,Hesp,,1237,1160,LEP53037
YES,YES,YES,,,,FMN_456206_P13_WH10,BN000400,good,13,9/15/2017,RV-06-A295,Hesperiidae,Pyrginae,Pyrgini,,Heliopetes,arsalte,,Thorax,0.345,69,Heliopetes arsalte,Heliopetes arsalte,3/12/2018,K. Dexter,MCZ,Hesp,,1246,1232,RV06A295
YES,YES,YES,,,,FMN_456206_P14_WA04,BN000401,good,13,9/15/2017,RV-06-A395,Hesperiidae,Pyrginae,Pyrgini,,Heliopetes,laviana,,Thorax,0.368,73.6,Heliopetes laviana,Heliopetes laviana,3/12/2018,K. Dexter,MCZ,Hesp,,1252,1273,RV06A395
YES,YES,YES,,,,FMN_456206_P07_WG01,BN000691,good,13,8/16/2017,LEP 53045,Hesperiidae,Pyrginae,Pyrgini,,Pyrgus,orcynoides,,Abdomen,0.264,52.8,Pyrgus orcynoides,Pyrgus orcynoides,3/5/2018,K. Dexter,Ana B. B. Morais,Hep,,649,583,LEP53045
YES,YES,YES,,,,FMN_456206_P07_WH07,BN000689,good,13,9/15/2017,LEP 53102,Hesperiidae,Pyrginae,Pyrgini,,Pyrgus,orcus,,Thorax,0.359,71.8,Pyrgus orcus,Pyrgus orcus,3/5/2018,K. Dexter,H. Romanowski & N. Mega,Hesp,,667,632,LEP53102
YES,YES,YES,,,,FMN_456206_P13_WH12,BN000681,good,13,9/15/2017,RV-04-I757,Hesperiidae,Pyrginae,Pyrgini,,Pyrgus,brenda,,Thorax,0.349,69.8,Pyrgus brenda,Pyrgus brenda,3/12/2018,K. Dexter,MCZ,Hesp,,1248,1248,RV04I757
YES,YES,YES,,,,FMN_456206_P14_WA07,BN000685,good,13,9/15/2017,RV-05-M397,Hesperiidae,Pyrginae,Pyrgini,,Pyrgus,fides,,Thorax,0.38,76,Pyrgus fides,Pyrgus fides,3/12/2018,K. Dexter,MCZ,,,1255,1297,RV05M397
YES,YES,YES,,,,FMN_456206_P14_WA05,BN000492,good,13,9/15/2017,LEP 53159,Hesperiidae,Pyrginae,Pyrrhopygini,Pyrrhopygina,Mimoniades,versicolor,,Thorax,0.374,74.8,Mimoniades versicolor,Mimoniades versicolor,3/12/2018,K. Dexter,H. Romanowski & N. Mega,Hesp,,1253,1281,LEP53159
YES,YES,YES,,,,FMN_456206_P13_WG08,BN000733,good,13,8/16/2017,LEP 53043,Hesperiidae,Pyrginae,Pyrrhopygini,Pyrrhopygini,Sarbia,damippe,,Abdomen,0.187,37.4,Sarbia damippe,Sarbia damippe,3/12/2018,K. Dexter,Ana B. B. Morais,Hesp,,1232,1215,LEP53043
YES,YES,YES,,,,FMN_456206_P14_WA08,BN000732,good,13,9/15/2017,LEP 53258,Hesperiidae,Pyrginae,Pyrrhopygini,Pyrrhopygini,Sarbia,curitiba,,Thorax,0.386,77.2,Sarbia curitiba,Sarbia curitiba,3/12/2018,K. Dexter,H. Romanowski & N. Mega,Hesp,,1256,1305,LEP53258
YES,YES,YES,,,,FMN_456206_P14_WB08,BN002825,good,13,11/13/2017,LEP 53256,Hesperiidae,Pyrginae,Pyrrhopygini,Pyrrhopygini,Sarbia,soza,,Thorax,0.435,87,Sarbia soza,Sarbia soza,3/12/2018,K. Dexter,H. Romanowski & N. Mega,Hesp,,1268,1306,LEP53256
YES,YES,YES,,,,FMN_456206_P07_WE07,BN002826,good,13,11/13/2017,LEP 53516,Hesperiidae,Pyrginae,Tagiadini,,Odina,decoratus,,Thorax,0.174,34.8,Odina decoratus,Odina decoratus,3/5/2018,K. Dexter,,Hesp,,631,629,LEP53516
YES,YES,YES,,,,FMN_456206_P07_WA02,BN000790,low,13,,377,Hesperiidae,Pyrginae,Tagiadini,,Tagiades,nestus,,,0.0108,2.16,Tagiades nestus,Tagiades nestus,3/5/2018,Andy Warren,Andy Warren,Hesp,,578,585,377
YES,YES,YES,,,,FMN_456206_P07_WA11,BN000417,low,13,,307,Hesperiidae,Trapezitinae,,,Hesperilla,chrysotricha,,,0.0213,4.26,Hesperilla chrysotricha,Hesperilla chrysotricha,3/5/2018,Andy Warren,Andy Warren,Hesp,,587,657,307
YES,YES,YES,,,,FMN_456206_P07_WB09,BN000422,good,13,,108,Hesperiidae,Trapezitinae,,,Hesperilla,mastersi,,,0.0297,5.94,Hesperilla mastersi,Hesperilla mastersi,3/5/2018,Andy Warren,Andy Warren,Hesp,,597,642,108
YES,YES,YES,,,,FMN_456206_P07_WE04,BN000425,good,13,7/14/2017,MFB-09-011,Hesperiidae,Trapezitinae,,,Hesperilla,sexguttata,,Thorax,0.172,34.4,Hesperilla sexguttata,Hesperilla sexguttata,3/5/2018,K. Dexter,M. Braby,Hesp,,628,605,MFB09011
YES,YES,YES,,,,FMN_456206_P07_WF02,BN000420,good,13,7/20/2017,MFB-16-P149,Hesperiidae,Trapezitinae,,,Hesperilla,furva,,Thorax,0.196,39.2,Hesperilla furva,Hesperilla furva,3/5/2018,K. Dexter,M. Braby,Hesp,,638,590,MFB16P149
YES,YES,YES,,,,FMN_456206_P07_WF04,BN000424,good,13,7/20/2017,MFB-16-P174,Hesperiidae,Trapezitinae,,,Hesperilla,sarnia,,Thorax,0.211,42.2,Hesperilla sarnia,Hesperilla sarnia,3/5/2018,K. Dexter,M. Braby,Hesp,,640,606,MFB16P174
YES,YES,YES,,,,FMN_456206_P07_WF08,BN000418,good,13,7/20/2017,MFB-17-A011,Hesperiidae,Trapezitinae,,,Hesperilla,crypsigramma,,Thorax,0.227,45.4,Hesperilla crypsigramma,Hesperilla crypsigramma,3/5/2018,K. Dexter,M. Braby,Hesp,,644,638,MFB17A011
YES,YES,YES,,,,FMN_456206_P07_WF10,BN000421,good,13,7/14/2017,MFB-16-P022,Hesperiidae,Trapezitinae,,,Hesperilla,malindeva,,Thorax,0.236,47.2,Hesperilla malindeva,Hesperilla malindeva,3/5/2018,K. Dexter,M. Braby,Hesp,,646,654,MFB16P022
YES,YES,YES,,,,FMN_456206_P07_WE05,BN000480,good,13,7/14/2017,MFB-10-P185,Hesperiidae,Trapezitinae,,,Mesodina,gracillima,,Thorax,0.172,34.4,Mesodina gracillima,Mesodina gracillima,3/5/2018,K. Dexter,M. Braby,Hesp,,629,613,MFB10P185
YES,YES,YES,,,,FMN_456206_P07_WF12,BN000521,good,13,7/14/2017,MFB-13-P045,Hesperiidae,Trapezitinae,,,Neohesperilla,xiphiphora,,Thorax,0.251,50.2,Neohesperilla xiphiphora,Neohesperilla xiphiphora,3/5/2018,K. Dexter,M. Braby,Hesp,,648,670,MFB13P045
YES,YES,YES,,,,FMN_456206_P07_WG08,BN000519,good,13,7/14/2017,MFB-13-P048,Hesperiidae,Trapezitinae,,,Neohesperilla,senta,,Thorax,0.318,63.6,Neohesperilla senta,Neohesperilla senta,3/5/2018,K. Dexter,M. Braby,Hesp,,656,639,MFB13P048
YES,YES,YES,,,,FMN_456206_P07_WB10,BN000559,good,13,,308,Hesperiidae,Trapezitinae,,,Oreisplanus,peromata,,,0.03,6,Oreisplanus peromata,Oreisplanus perornata,3/5/2018,Andy Warren,Andy Warren,Hesp,,598,650,308
YES,YES,YES,,,,FMN_456206_P07_WB04,BN000841,good,13,7/14/2017,MFB-16-P016,Hesperiidae,Trapezitinae,,,Toxidia,rietmanni,parasema,Thorax,0.0244,4.88,Toxidia rietmanni,Toxidia rietmanni,3/5/2018,K. Dexter,M. Braby,Hesp,,592,602,MFB16P016
YES,YES,YES,,,,FMN_456206_P07_WC01,BN000837,good,13,7/14/2017,CJM-16-2668,Hesperiidae,Trapezitinae,,,Toxidia,inornata,,Legs,0.0332,6.64,Toxidia inornata,Toxidia inornatus,3/5/2018,K. Dexter,C. Mueller,Hesp,,601,579,CJM162668
YES,YES,YES,,,,FMN_456206_P07_WE08,BN000839,good,13,7/20/2017,MFB-16-P075,Hesperiidae,Trapezitinae,,,Toxidia,parvula,,Thorax,0.176,35.2,Toxidia parvula,NA,3/5/2018,K. Dexter,M. Braby,Hesp,,632,637,MFB16P075
YES,YES,YES,,,,FMN_456206_P07_WG07,BN000838,good,13,7/20/2017,MFB-16-P023,Hesperiidae,Trapezitinae,,,Toxidia,melania,,Thorax,0.317,63.4,Toxidia melania,Toxidia melania,3/5/2018,K. Dexter,M. Braby,Hesp,,655,631,MFB16P023
YES,YES,YES,,,,FMN_456206_P07_WB07,BN000845,good,13,7/14/2017,MFB-16-P004,Hesperiidae,Trapezitinae,,,Trapezites,macqueeni,,Thorax,0.0292,5.84,Trapezites macqueeni,Trapezites macqueeni,3/5/2018,K. Dexter,M. Braby,Hesp,,595,626,MFB16P004
YES,YES,YES,,,,FMN_456206_P07_WB11,BN000848,good,13,,313,Hesperiidae,Trapezitinae,,,Trapezites,phigalioides,,,0.0325,6.5,Trapezites phigalioides,Trapezites phigalioides,3/5/2018,Andy Warren,Andy Warren,Hesp,,599,658,313
YES,YES,YES,,,,FMN_456206_P07_WD08,BN000844,good,13,7/20/2017,MFB-17-A025,Hesperiidae,Trapezitinae,,,Trapezites,luteus,leucon,Thorax,0.124,24.8,Trapezites luteus,Trapezites lutea,3/5/2018,K. Dexter,M. Braby,Hesp,,620,636,MFB17A025
YES,YES,YES,,,,FMN_456206_P07_WG12,BN000847,good,13,7/20/2017,MFB-16-P049,Hesperiidae,Trapezitinae,,,Trapezites,phigalia,,Thorax,0.332,66.4,Trapezites phigalia,Trapezites phigalia,3/5/2018,K. Dexter,M. Braby,Hesp,,660,671,MFB16P049
YES,YES,YES,,,,FMN_456206_P07_WH02,BN000843,good,13,7/14/2017,MFB-16-P005,Hesperiidae,Trapezitinae,,,Trapezites,iacchus,,Thorax,0.346,69.2,Trapezites iacchus,Trapezites iacchus,3/5/2018,K. Dexter,M. Braby,Hesp,,662,592,MFB16P005
YES,YES,YES,,,,FMN_456206_P14_WC04,BN002853,good,13,11/13/2017,LEP 36040,Lycaenidae,Curetinae,,,Curetis,acuta,,Thorax,0.345,69,Curetis acuta,Curetis acuta,3/12/2018,K. Dexter,,,,1276,1275,LEP36040
YES,YES,YES,,,,FMN_456206_P14_WC09,BN002872,good,13,11/13/2017,LEP 45954,Lycaenidae,Lycaenidae,,,Lycaena,thersamon,,Thorax,0.377,75.4,Lycaena thersamon,Lycaena thersamon,3/12/2018,K. Dexter,,,,1281,1315,LEP45954
YES,YES,YES,,,,FMN_456206_P14_WD08,BN002871,good,13,11/13/2017,LEP 25276,Lycaenidae,Lycaenidae,,,Lycaena,japonica,lutea,Thorax,0.494,98.8,Lycaena japonica,Lycaena lapponica,3/12/2018,K. Dexter,,,,1292,1308,LEP25276
YES,YES,YES,,,,FMN_456206_P08_WE07,BN003411,good,13,,MWT-93-D053,Lycaenidae,Lycaeninae,,,Heliophorus,kiana,,Thorax,--,23.4,Heliophorus kiana,Heliophorus kiana,3/5/2018,Sarah Maunsell,Man Wah Tan & Naomi E. Pierce,Lyca,,727,725,MWT93D053
YES,YES,YES,,,,FMN_456206_P08_WH11,BN003407,good,13,,DI-17-J044,Lycaenidae,Lycaeninae,,,Heliophorus,androcles,coruscans,Abdomen,--,51,Heliophorus androcles,Heliophorus androcles,3/5/2018,Sarah Maunsell,,Lyca,,767,760,DI17J044
YES,YES,YES,,,,FMN_456206_P09_WB01,BN003408,good,13,,FH-17-117,Lycaenidae,Lycaeninae,,,Heliophorus,eventa,,Abdomen,--,69.8,Heliophorus eventa,Heliophorus eventa,3/5/2018,Sarah Maunsell,Frank Hsu,Lyca,,781,770,FH17117
YES,YES,YES,,,,FMN_456206_P09_WB08,BN003413,good,13,,DL-01-N140,Lycaenidae,Lycaeninae,,,Heliophorus,ila,nolus,Abdomen,--,81.6,Heliophorus ila,Heliophorus ila,3/5/2018,Sarah Maunsell,David Lohman,Lyca,,788,826,DL01N140
YES,YES,YES,,,,FMN_456206_P09_WB11,BN003414,good,13,,DL-01-P100,Lycaenidae,Lycaeninae,,,Heliophorus,cf indicus,,Abdomen,--,84.2,Heliophorus cf indicus,Heliphorus sp,3/5/2018,Sarah Maunsell,David Lohman,Lyca,,791,850,DL01P100
YES,YES,YES,,,,FMN_456206_P09_WC04,BN003412,good,13,,DL-01-N110,Lycaenidae,Lycaeninae,,,Heliophorus,brahma,magoka,Abdomen,--,96,Heliophorus brahma,Heliophorus brahma,3/5/2018,Sarah Maunsell,David Lohman,Lyca,,796,795,DL01N110
YES,YES,YES,,,,FMN_456206_P08_WA07,BN001237,low,13,5/20/2016,LEP 26523,Lycaenidae,Lycaeninae,,,Lycaena,editha,vurali,Legs,0.0129,2.58,Lycaena editha,Lycaena editha,3/5/2018,K.Dexter,,,,679,721,LEP26523
YES,YES,YES,,,,FMN_456206_P08_WA10,BN001243,low,13,5/20/2016,LEP 26610,Lycaenidae,Lycaeninae,,,Lycaena,rubidus,sirius,Legs,0.0165,3.3,Lycaena rubidus,Lycaena rubidus,3/5/2018,K.Dexter,,,,682,745,LEP26610
YES,YES,YES,,,,FMN_456206_P08_WA12,BN001245,good,13,7/1/2016,LEP 26555,Lycaenidae,Lycaeninae,,,Lycaena,nivalis,browni,Legs,0.0232,4.64,Lycaena nivalis,Lycaena nivalis,3/5/2018,K.Dexter,,,,684,761,LEP26555
YES,YES,YES,,,,FMN_456206_P08_WB10,BN001244,good,13,7/1/2016,LEP 26607,Lycaenidae,Lycaeninae,,,Lycaena,dorcas,castro,Legs,0.0352,7.04,Lycaena dorcas,Lycaena dorcas,3/5/2018,K.Dexter,,,,694,746,LEP26607
YES,YES,YES,,,,FMN_456206_P08_WB11,BN003397,good,13,,AS-92-Z319,Lycaenidae,Lycaeninae,,,Lycaena,helloides,,Thorax,--,7.62,Lycaena helloides,Lycaena helloides,3/5/2018,Sarah Maunsell,D. L. Miller & D. L. Stern & Arthur Shapiro,Lyca,,695,754,AS92Z319
YES,YES,YES,,,,FMN_456206_P08_WC03,BN001238,good,13,5/20/2016,LEP 26526,Lycaenidae,Lycaeninae,,,Lycaena,heteronea,klotsi,Legs,0.0415,8.3,Lycaena heteronea,Lycaena heteronea,3/5/2018,K.Dexter,,,,699,691,LEP26526
YES,YES,YES,,,,FMN_456206_P08_WC04,BN002869,good,13,11/13/2017,LEP 26258,Lycaenidae,Lycaeninae,,,Lycaena,cupreus,snowi,Legs,0.0445,8.9,Lycaena cupreus,Lycaena cupreus,3/5/2018,K. Dexter,,,,700,699,LEP26258
YES,YES,YES,,,,FMN_456206_P08_WC06,BN003416,good,13,,NK-00-P668,Lycaenidae,Lycaeninae,,,Lycaena,splendens,,Thorax,--,10,Lycaena splendens,Phengaris teleius,3/5/2018,Sarah Maunsell,Nikolai Kandul,Lyca,,702,715,NK00P668
YES,YES,YES,,,,FMN_456206_P08_WC09,BN002870,good,13,11/13/2017,LEP 26235,Lycaenidae,Lycaeninae,,,Lycaena,dione,,Legs,0.0562,11.2,Lycaena dione,Lycaena dione,3/5/2018,K. Dexter,,,,705,739,LEP26235
YES,YES,YES,,,,FMN_456206_P08_WD02,BN003392,good,13,,AD-00-P096,Lycaenidae,Lycaeninae,,,Lycaena,asabinus,,Thorax,--,14.7,Lycaena asabinus,Lycaena asabinus,3/5/2018,Sarah Maunsell,A. V. Dantchenko,Lyca,,710,684,AD00P096
YES,YES,YES,,,,FMN_456206_P08_WD05,BN003399,good,13,,AH-00-T086,Lycaenidae,Lycaeninae,,,Lycaena,orus,,Thorax,--,15.5,Lycaena orus,Lycaena orus,3/5/2018,Sarah Maunsell,Alan Heath,Lyca,,713,708,AH00T086
YES,YES,YES,,,,FMN_456206_P08_WD08,BN003404,good,13,,RE-07-G160,Lycaenidae,Lycaeninae,,,Lycaena,virgaureae,,Thorax,--,17.4,Lycaena virgaureae,Lycaena virgaureae,3/5/2018,Sarah Maunsell,Naomi E. Pierce & Rod Eastwood & Roger Vila & Vladimir Lukhtanov,Lyca,,716,732,RE07G160
YES,YES,YES,,,,FMN_456206_P08_WD12,BN003405,good,13,,AS-92-Z279,Lycaenidae,Lycaeninae,,,Lycaena,xanthoides,,Thorax,--,18.7,Lycaena xanthoides,Lycaena xanthoides,3/5/2018,Sarah Maunsell,D. L. Miller & D. L. Stern & Arthur Shapiro,Lyca,,720,764,AS92Z279
YES,YES,YES,,,,FMN_456206_P08_WE04,BN003395,good,13,,NK-00-P605,Lycaenidae,Lycaeninae,,,Lycaena,dispar,,Thorax,--,21.2,Lycaena dispar,Lycaena dispar,3/5/2018,Sarah Maunsell,Nikolai Kandul,Lyca,,724,701,NK00P605
YES,YES,YES,,,,FMN_456206_P08_WE08,BN003401,good,13,,NK-00-P750,Lycaenidae,Lycaeninae,,,Lycaena,solskyi,,Thorax,--,23.4,Lycaena solskyi,Lycaena solskyi,3/5/2018,Sarah Maunsell,Nikolai Kandul,Lyca,,728,733,NK00P750
YES,YES,YES,,,,FMN_456206_P08_WF04,BN003402,good,13,,VL-01-L402,Lycaenidae,Lycaeninae,,,Lycaena,thetis,,Thorax,--,27.4,Lycaena thetis,Lycaena thetis,3/5/2018,Sarah Maunsell,Vladimir Lukhtanov,Lyca,,736,702,VL01L402
YES,YES,YES,,,,FMN_456206_P08_WF05,BN003406,good,13,,JI-15-L001,Lycaenidae,Lycaeninae,,,Lycaena,boldenarum,,Thorax,--,28.4,Lycaena boldenarum,Lycaena boldenarum,3/5/2018,Sarah Maunsell,Jay Iwasaki,Lyca,,737,710,JI15L001
YES,YES,YES,,,,FMN_456206_P08_WF06,BN003393,good,13,,AD-00-P319,Lycaenidae,Lycaeninae,,,Lycaena,candens,pfeiferi,Thorax,--,28.6,Lycaena candens,Lycaena candens,3/5/2018,Sarah Maunsell,A. V. Dantchenko,Lyca,,738,718,AD00P319
YES,YES,YES,,,,FMN_456206_P08_WF07,BN003403,good,13,,RE-07-G161,Lycaenidae,Lycaeninae,,,Lycaena,tityrus,,Thorax,--,30.2,Lycaena tityrus,Lycaena tityrus,3/5/2018,Sarah Maunsell,Naomi E. Pierce & Rod Eastwood & Roger Vila & Vladimir Lukhtanov,Lyca,,739,726,RE07G161
YES,YES,YES,,,,FMN_456206_P08_WG09,BN003396,good,13,,NGK-02-C417,Lycaenidae,Lycaeninae,,,Lycaena,florus,,Thorax,--,41.4,Lycaena florus,Lycaena florus,3/5/2018,Sarah Maunsell,Norbert G. Kondla,Lyca,,753,743,NGK02C417
YES,YES,YES,,,,FMN_456206_P08_WH05,BN003398,good,13,,AD-00-P089,Lycaenidae,Lycaeninae,,,Lycaena,kefersteinii,,Thorax,--,45,Lycaena kefersteinii,Lycaena kefersteinii,3/5/2018,Sarah Maunsell,A. V. Dantchenko,Lyca,,761,712,AD00P089
YES,YES,YES,,,,FMN_456206_P08_WH12,BN003391,good,13,,RE-07-G257,Lycaenidae,Lycaeninae,,,Lycaena,alciphron,,Thorax,--,51.4,Lycaena alciphron,Lycaena alciphron,3/5/2018,Sarah Maunsell,Rod Eastwood & Roger Vila,Lyca,,768,768,RE07G257
YES,YES,YES,,,,FMN_456206_P09_WA07,BN003400,good,13,,JI-15-L008,Lycaenidae,Lycaeninae,,,Lycaena,salustius,,Thorax,--,62.4,Lycaena salustius,Lycaena salustius,3/5/2018,Sarah Maunsell,Jay Iwasaki,Lyca,,775,817,JI15L008
YES,YES,YES,,,,FMN_456206_P09_WB07,BN003394,good,13,,DR-98-U594,Lycaenidae,Lycaeninae,,,Lycaena,clarki,,Thorax,--,80.4,Lycaena clarki,Lycaena clarki,3/5/2018,Sarah Maunsell,D. Rand,Lyca,,787,818,DR98U594
YES,YES,YES,,,,FMN_456206_P09_WB12,BN001240,good,13,5/20/2016,LEP 26540,Lycaenidae,Lycaeninae,,,Lycaena,mariposa,penroseae,Thorax,0.443,88.6,Lycaena mariposa,Lycaena mariposa,3/5/2018,K.Dexter,,,,792,858,LEP26540
YES,YES,YES,,,,FMN_456206_P08_WB02,BN001091,good,13,7/26/2017,BN-SZS-00565,Lycaenidae,Miletinae,Lachnocnemini,,Lachnocnema,brunea,,Legs,0.0247,4.94,Lachnocnema brunea,Lachnocnema brunea,3/5/2018,K. Dexter,Szabolcs Sáfián,,,686,682,BNSZS00565
YES,YES,YES,,,,FMN_456206_P08_WD09,BN000916,good,13,1/16/2017,BN-SZS-00164,Lycaenidae,Polyommatinae,Lycaenesthini,,Anthene,princeps,,Thorax,0.897,17.9,Anthene princeps,Anthene princeps,3/5/2018,K.Dexter,M. Espeland,,,717,740,BNSZS00164
YES,YES,YES,,,,FMN_456206_P08_WG07,BN002832,good,13,11/13/2017,LEP 50645,Lycaenidae,Polyommatinae,Lycaenesthini,,Anthene,amarah,,Thorax,0.206,41.2,Anthene amarah,Anthene amarah,3/5/2018,K. Dexter,,,,751,727,LEP50645
YES,YES,YES,,,,FMN_456206_P09_WC03,BN002848,good,13,11/13/2017,LEP 48618,Lycaenidae,Polyommatinae,Lycaenesthini,,Anthene,kersteni,,Thorax,0.469,93.8,Anthene kersteni,NA,3/5/2018,K. Dexter,,,,795,787,LEP48618
YES,YES,YES,,,,FMN_456206_P08_WB04,BN001262,good,13,7/26/2017,BN-SZS-00598,Lycaenidae,Polyommatinae,Lycaenesthini,,Neurellipes,pyroptera,,Legs,0.0288,5.76,Neurellipes pyroptera,Neurellipes pyroptera,3/5/2018,K. Dexter,Szabolcs Sáfián,,,688,698,BNSZS00598
YES,YES,YES,,,,FMN_456206_P08_WC02,BN001261,good,13,7/26/2017,BN-SZS-00091,Lycaenidae,Polyommatinae,Lycaenesthini,,Neurellipes,mahota,,Legs,0.0408,8.16,Neurellipes mahota,Neurellipes mahota,3/5/2018,K. Dexter,Szabolcs Sáfián,,,698,683,BNSZS00091
YES,YES,YES,,,,FMN_456206_P08_WC11,BN001264,good,13,1/16/2017,BN-SZS-00397,Lycaenidae,Polyommatinae,Lycaenesthini,,Neurellipes,scintillula,aurea,Thorax,0.0655,13.1,Neurellipes scintillula,Neurellipes scintillula,3/5/2018,K.Dexter,M. Espeland,,,707,755,BNSZS00397
