SamplesSubmitted,SequencesReceived,SequencesProcessed,LociRecoverd,DeliveredTo,DeliveredToDate,RAPiDSampleCode,BNet_UI,DNA_Yield,ProbeKit,Date_Extracted,ID,Family,Subfamily,Tribe,Section,Genus,Species,Subspecies,Tissue,QubitAssayConcentration,QubitStockConcentration,FullName,ValidName,DateSentToRapid,ExtractedBy,Contributor,ProjectCode,Type,RAPIDRowSort,RAPIDColumnSort,RAPIDUniqueClientCode,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WD08,BN002817,good,450,11/13/17,LEP 53145,Hesperiidae,Hesperiinae,,,Metron,oropa,,Thorax,0.318,63.6,Metron oropa,Metron oropa,3/26/18,K. Dexter,H. Romanowski & N. Mega,Hesp,,428,444,BN002817,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WD09,BN000885,good,450,9/5/17,LEP 53072,Hesperiidae,Hesperiinae,Hesperiini,,Wallengrenia,premnas,,Abdomen,0.333,66.6,Wallengrenia premnas,Wallengrenia premnas,3/26/18,K. Dexter,Ana B. B. Morais,Hesp,X,429,452,BN000885,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WD10,BN000528,good,450,9/15/17,RV-04-I739,Hesperiidae,Pyrginae,Carcharodini,,Noctuana,noctua,,Thorax,0.348,69.6,Noctuana noctua,Noctuana noctua,3/26/18,K. Dexter,MCZ,Hesp,X,430,460,BN000528,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WD11,BN000493,good,450,8/16/17,LEP 53060,Hesperiidae,Hesperiinae,Moncini,,Moeris,striga,striga,Abdomen,0.357,71.4,Moeris striga,Moeris striga,3/26/18,K. Dexter,Ana B. B. Morais,Hesp,X,431,468,BN000493,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WD12,BN000893,good,450,9/15/17,RV-06-A439,Hesperiidae,Hesperiinae,Anthoptini,,Zalomes,,,Thorax,0.36,72,Zalomes,Zalomes,3/26/18,K. Dexter,MCZ,Hesp,,432,476,BN000893,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WE01,BN002814,good,450,11/13/17,LEP 47482,Hesperiidae,Hesperiinae,Erionotini,,Erionota,thrax,thrax,Thorax,0.368,73.6,Erionota thrax,Erionota thrax,3/26/18,K. Dexter,,Hesp,X,433,389,BN002814,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WE02,BN002824,good,450,11/13/17,LEP 53163,Hesperiidae,Hesperiinae,Moncini,,Saniba,sabina,,Thorax,0.377,75.4,Saniba sabina,Saniba sabina,3/26/18,K. Dexter,H. Romanowski & N. Mega,Hesp,X,434,397,BN002824,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WE03,BN000870,good,450,8/16/17,LEP 53068,Hesperiidae,Hesperiinae,Moncini,,Vehilius,celeus,,Abdomen,0.382,76.4,Vehilius celeus,Vehilius celeus,3/26/18,K. Dexter,Ana B. B. Morais,Hesp,,435,405,BN000870,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WE04,BN003423,good,450,1/10/18,LEP-59332,Hesperiidae,,,,Cabirus,,,Abdomen Soak,0.386,77.2,Cabirus,,3/26/18,K. Dexter,MGCL,Hesp,,436,413,BN003423,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WE05,BN002812,good,450,11/13/17,LEP 53219,Hesperiidae,Pyrginae,Achlyodini,,Eantis,thraso,,Thorax,0.387,77.4,Eantis thraso,Eantis thraso,3/26/18,K. Dexter,H. Romanowski & N. Mega,Hesp,X,437,421,BN002812,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WE06,BN003417,good,450,1/10/18,LEP-59326,Hesperiidae,,,,Phaneas,,,Abdomen Soak,0.391,78.2,Phaneas,,3/26/18,K. Dexter,MGCL,Hesp,,438,429,BN003417,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WE07,BN000834,good,450,9/15/17,RV-06-A409,Hesperiidae,Hesperiinae,Moncini,,Tigasis,,,Thorax,0.428,85.6,Tigasis,Tigasis,3/26/18,K. Dexter,MCZ,Hesp,,439,437,BN000834,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WE08,BN000345,good,450,5/31/17,LEP 50956,Hesperiidae,Pyrginae,Erynnini,,Erynnis,tages,,Thorax,0.442,88.4,Erynnis tages,Erynnis tages,3/26/18,K. Dexter,,Hesp,X,440,445,BN000345,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WE09,BN002821,good,450,11/13/17,LEP 49542,Hesperiidae,Hesperiinae,Carystini,,Panoquina,panoquin,,Thorax,0.445,89,Panoquina panoquin,Panoquina panoquin,3/26/18,K. Dexter,,Hesp,X,441,453,BN002821,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WE10,BN000222,good,450,9/15/17,RV-04-I110,Hesperiidae,Pyrginae,Pyrgini,,Carrhenes,,,Thorax,0.458,91.6,Carrhenes,Carrhenes,3/26/18,K. Dexter,MCZ,Hesp,,442,461,BN000222,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WE11,BN003435,good,450,1/10/18,LEP-59344,Hesperiidae,,,,Spioniades,artemides,,Abdomen Soak,0.459,91.8,Spioniades artemides,Spioniades artemides,3/26/18,K. Dexter,MGCL,Hesp,,443,469,BN003435,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WE12,BN003430,good,450,1/10/18,LEP-59339,Hesperiidae,,,,Eburuncus,trifasciata?,,Abdomen Soak,0.469,93.8,Eburuncus trifasciata?,,3/26/18,K. Dexter,MGCL,Hesp,,444,477,BN003430,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WF01,BN003431,good,450,1/10/18,LEP-59340,Hesperiidae,Pyrginae,Achylodidini,,Haemactis,,,Abdomen Soak,0.495,99,Haemactis,,3/26/18,K. Dexter,MGCL,Hesp,,445,390,BN003431,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WF02,BN001338,low,450,10/12/16,MY-2016-34,Lycaenidae,Poritiinae,,,Shijimia,moorei,moorei,,0.0101,2.02,Shijimia moorei,,3/26/18,Yago,Yago,,X,446,398,BN001338,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WF03,BN001340,good,450,10/12/16,MY-2016-51,Lycaenidae,Theclinae,Theclini,,Shirozua,jonasi,jonasi,,0.0177,3.54,Shirozua jonasi,Shirozua jonasi,3/26/18,Yago,Yago,,X,447,406,BN001340,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WF04,BN000988,low,450,1/16/17,BN-SZS-00296,Lycaenidae,Poritiinae,Liptenini,Liptenina,Eresiomera,isca,,Thorax,0.0181,3.62,Eresiomera isca,Eresiomera isca,3/26/18,K.Dexter,M. Espeland,,X,448,414,BN000988,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WF05,BN001350,low,450,8/19/16,ADW15-17,Lycaenidae,Theclinae,Eumaeini,,Strymon,melinus,franki,Legs,0.0193,3.86,Strymon melinus,Strymon melinus,3/26/18,K.Dexter,,,X,449,422,BN001350,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WF06,BN000911,low,450,4/12/17,LEP 26279,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Agriades,glandon,rusticus,Thorax,0.0222,4.44,Agriades glandon,Agriades glandon,3/26/18,K. Dexter,,,X,450,430,BN000911,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WF07,BN001265,good,450,9/5/17,LEP 53018,Lycaenidae,Theclinae,Eumaeini,,Nicolaea,cupa,,Abdomen,0.0299,5.98,Nicolaea cupa,Nicolaea cupa,3/26/18,K. Dexter,Ana B. B. Morais,,,451,438,BN001265,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WF08,BN001251,good,450,1/16/17,BN-SZS-00318,Lycaenidae,Polyommatinae,Polyommatinae,Lycaenesthini,Monile,gemmifera,,Thorax,0.0368,7.36,Monile gemmifera,Monile gemmifera,3/26/18,K.Dexter,M. Espeland,,,452,446,BN001251,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WF09,BN001339,good,450,12/28/16,MY-2016-050,Lycaenidae,Polyommatinae,Polyommatini,,Shijimiaeoides,divinus,asonis,Thorax,0.037,7.4,Shijimiaeoides divinus,Shijimiaeoides divina,3/26/18,K.Dexter,Yago,,,453,454,BN001339,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WF10,BN001247,good,450,7/26/17,340/05.09.2016,Lycaenidae,Poritiinae,Liptenini,Mimacraeina,Mimacraea,darwinia,,Legs,0.0415,8.3,Mimacraea darwinia,Mimacraea darwinia,3/26/18,K. Dexter,Szabolcs Sáfián,,X,454,462,BN001247,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WF11,BN001349,good,450,9/5/17,LEP 53015,Lycaenidae,Theclinae,Eumaeini,,Strephonota,elika,,Abdomen,0.0505,10.1,Strephonota elika,Strephonota elika,3/26/18,K. Dexter,Ana B. B. Morais,,,455,470,BN001349,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WF12,BN000962,good,450,12/28/16,MY-2016-099,Lycaenidae,Theclinae,Theclini,,Chrysozephyrus,smaragdinus,smaragdinus,Thorax,0.0525,10.5,Chrysozephyrus smaragdinus,Chrysozephyrus smaragdina,3/26/18,K.Dexter,Yago,,X,456,478,BN000962,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WG01,BN001369,good,450,12/28/16,MS-2016-012,Lycaenidae,Theclinae,,,Thermozephrus,ataxus,,Legs,0.0573,11.5,Thermozephrus ataxus,Chrysozephyrus ataxus,3/26/18,K.Dexter,Yago,,,457,391,BN001369,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WG02,BN001253,good,450,7/26/17,176/20.07.2016,Lycaenidae,Poritinae,Liptenini,Epitolina,Neaveia,lamborni,,Legs,0.0616,12.3,Neaveia lamborni,Neaveia lamborni,3/26/18,K. Dexter,Szabolcs Sáfián,,X,458,399,BN001253,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WG03,BN001093,good,450,1/16/17,BN-SZS-00308,Lycaenidae,Polyommatinae,Polyommatini,,Lampides,boeticus,,Thorax,0.0631,12.6,Lampides boeticus,Lampides boeticus,3/26/18,K.Dexter,M. Espeland,,X,459,407,BN001093,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WG04,BN001042,good,450,7/1/16,LEP 26195,Lycaenidae,Theclinae,Theclini,,Hypaurotis,crysalus,crysalus,Legs,0.0686,13.7,Hypaurotis crysalus,Hypaurotis crysalus,3/26/18,K.Dexter,,,X,460,415,BN001042,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WG05,BN003415,good,450,,MFB-99-T957,Lycaenidae,Lycaeninae,,,Melanolycaena,altimontana,,Thorax,--,14.1,Melanolycaena altimontana,Melanolycaena altimontana,3/26/18,Sarah Maunsell,Michael F. Braby & J. J. Armstrong,Lyca,X,461,423,BN003415,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WG06,BN001263,good,450,1/16/17,BN-SZS-00398,Lycaenidae,Polyommatinae,Lycaenesthini,,Neurellipes,rufoplagata,,Thorax,0.0755,15.1,Neurellipes rufoplagata,Triclema rufoplagata,3/26/18,K.Dexter,M. Espeland,,,462,431,BN001263,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WG07,BN001352,good,450,1/16/17,BN-SZS-00266,Lycaenidae,Theclinae,Oxylidini,,Syrmoptera,bonifacei,,Thorax,0.0782,15.6,Syrmoptera bonifacei,Syrmoptera bonifacei,3/26/18,K.Dexter,M. Espeland,,,463,439,BN001352,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WG08,BN001351,good,450,9/5/17,LEP 53021,Lycaenidae,Theclinae,Eumaeini,,Symbiopsis,strenua,,Abdomen,0.0784,15.7,Symbiopsis strenua,Symbiopsis strenua,3/26/18,K. Dexter,Ana B. B. Morais,,X,464,447,BN001351,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WG09,BN003049,good,450,11/20/17,441/05.09.2017,Lycaenidae,Poritiinae,Liptenini,,Hewitsonia,boisduvalii,,Legs,0.0791,15.8,Hewitsonia boisduvalii,Hewitsonia boisduvalii,3/26/18,K. Dexter,Szabolcs Sáfián,,,465,455,BN003049,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WG10,BN001090,good,450,1/16/17,BN-SZS-00349,Lycaenidae,Poritiinae,Liptenini,Liptenina,Kakumia,otlauga,,Thorax,0.0809,16.2,Kakumia otlauga,Kakumia otlauga,3/26/18,K.Dexter,M. Espeland,,,466,463,BN001090,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WG11,BN001374,good,450,12/28/16,MY-2016-102,Lycaenidae,Theclinae,Theclini,,Ussuriana,stygiana,,Thorax,0.0853,17.1,Ussuriana stygiana,,3/26/18,K.Dexter,Yago,,,467,471,BN001374,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WG12,BN001317,good,450,12/28/16,MY-2016-049,Lycaenidae,Polyommatinae,Polyommatini,,Prosotas,nora,formosana,Thorax,0.0909,18.2,Prosotas nora,Prosotas nora,3/26/18,K.Dexter,Yago,,,468,479,BN001317,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WH01,BN001377,good,450,9/5/17,LEP 53017,Lycaenidae,Theclinae,Eumaeini,Calycopidina,Ziegleria,ceromia,,Abdomen,0.097,19.4,Ziegleria ceromia,Ziegleria ceromia,3/26/18,K. Dexter,Ana B. B. Morais,,,469,392,BN001377,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WH02,BN001249,good,450,1/16/17,BN-SZS-00171,Lycaenidae,Poritiinae,Liptenini,Mimacraeina,Mimeresia,moyambina,,Thorax,0.103,20.6,Mimeresia moyambina,Mimeresia moyambina,3/26/18,K.Dexter,M. Espeland,,,470,400,BN001249,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WH03,BN001373,good,450,1/16/17,BN-SZS-00140,Lycaenidae,Polyommatinae,Polyommatini,,Uranothauma,belcastroi,,Thorax,0.106,21.2,Uranothauma belcastroi,Uranothauma belcastroi,3/26/18,K.Dexter,M. Espeland,,,471,408,BN001373,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WH04,BN001375,good,450,12/28/16,MY-2016-056,Lycaenidae,Theclinae,Theclini,,Wagimo,signatus,,Thorax,0.106,21.2,Wagimo signatus,Wagimo signata,3/26/18,K.Dexter,Yago,,X,472,416,BN001375,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WH05,BN001353,good,450,4/3/17,VN-16-D192,Lycaenidae,Theclinae,Iolaini,,Tajuria,igolotiana,,Abdomen,0.109,21.8,Tajuria igolotiana,Tajuria igolotiana,3/26/18,K. Dexter,David Lohman,,,473,424,BN001353,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WH06,BN002851,good,450,11/13/17,LEP 50548,Lycaenidae,Polyommantinae,Polyommantini,,Chilades,trochylus,,"Thorax, Abdomen",0.113,22.6,Chilades trochylus,,3/26/18,K. Dexter,,,,474,432,BN002851,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WH07,BN001291,good,450,9/5/17,LEP 53012,Lycaenidae,Theclinae,Eumaeini,,Panthiades,hebraeus,,Abdomen,0.117,23.4,Panthiades hebraeus,Panthiades hebraeus,3/26/18,K. Dexter,Ana B. B. Morais,,,475,440,BN001291,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WH08,BN001346,good,450,12/28/16,MY-2016-053,Lycaenidae,Lycaeninae,,,Spindasis,takanonis,taknonis,Thorax,0.117,23.4,Spindasis takanonis,,3/26/18,K.Dexter,Yago,,,476,448,BN001346,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WH09,BN001372,good,450,12/28/16,MS-2016-030,Lycaenidae,Polyommatinae,Polyommatini,,Udara,albocaerulea,,Thorax,0.118,23.6,Udara albocaerulea,Udara albocaeruleus,3/26/18,K.Dexter,Yago,,,477,456,BN001372,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WH10,BN000929,good,450,4/12/17,LEP 43869,Lycaenidae,Polyommatinae,Polyommatini,,Brephidium,exile,,Thorax,0.124,24.8,Brephidium exile,Brephidium exilis,3/26/18,K. Dexter,,,X,478,464,BN000929,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WH11,BN001250,good,450,7/14/17,LEP 43863,Lycaenidae,Theclinae,Eumaeini,,Ministrymon,leda,,Thorax,0.125,25,Ministrymon leda,Ministrymon leda,3/26/18,K. Dexter,,,X,479,472,BN001250,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P05_WH12,BN000918,good,450,12/7/16,MY-2016-30,Lycaenidae,Theclinae,Theclini,,Araragi,enthea,enthea,Thorax,0.132,26.4,Araragi enthea,Araragi enthea,3/26/18,K.Dexter,Yago,,X,480,480,BN000918,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WA01,BN000928,good,450,4/12/17,LEP 28885,Lycaenidae,Theclinae,Eumaeini,,Brangas,,,Thorax,0.0296,5.92,Brangas,Brangas,3/26/18,K. Dexter,,,,481,481,BN000928,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WA02,BN002903,good,450,11/15/17,LEP 50642,Lycaenidae,Polyommatinae,,,Tuxentius,,,Thorax,0.149,29.8,Tuxentius,Tuxentius sp,3/26/18,K. Dexter,,,,482,489,BN002903,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WA03,BN000987,good,450,1/16/17,BN-SZS-00192,Lycaenidae,Poritiinae,Liptenini,Epitolina,Epitolina,dispar,,Thorax,0.16,32,Epitolina dispar,Epitolina dispar,3/26/18,K.Dexter,M. Espeland,,X,483,497,BN000987,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WA04,BN001357,good,450,9/5/17,LEP 53016,Lycaenidae,Theclinae,Eumaeini,,Theritas,triquetra,,Abdomen,0.165,33,Theritas triquetra,Theritas triquetra,3/26/18,K. Dexter,Ana B. B. Morais,,,484,505,BN001357,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WA05,BN001356,good,450,7/26/17,BN-SZS-00501,Lycaenidae,Poritiinae,Liptenini,Liptenina,Tetrarhanis,ilma,ugandae,Legs,0.168,33.6,Tetrarhanis ilma,Tetrarhanis ilma,3/26/18,K. Dexter,Szabolcs Sáfián,,X,485,513,BN001356,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WA06,BN003041,good,450,11/20/17,BN-SZS-261,Lycaenidae,Poritiinae,,,Phytala,elais,,Legs,0.172,34.4,Phytala elais,Phytala elais,3/26/18,K. Dexter,Szabolcs Sáfián,,,486,521,BN003041,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WA07,BN001371,good,450,12/28/16,MY-2016-077,Lycaenidae,Polyommatinae,Polyommatini,,Tongeia,filicaudis,filicaudis,Thorax,0.187,37.4,Tongeia filicaudis,Tongeia filicaudis,3/26/18,K.Dexter,Yago,,,487,529,BN001371,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WA08,BN001275,good,450,7/14/17,LEP 30181,Lycaenidae,Theclinae,Eumaeini,,Ocaria,ocrisia,,Thorax,0.2,40,Ocaria ocrisia,Ocaria ocrisia,3/26/18,K. Dexter,,,X,488,537,BN001275,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WA09,BN001277,good,450,7/14/17,LEP 32031,Lycaenidae,Theclinae,Eumaeini,,Olynthus,essus,,Thorax,0.201,40.2,Olynthus essus,Olynthus essus,3/26/18,K. Dexter,,,,489,545,BN001277,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WA10,BN001288,good,450,7/26/17,BN-SZS-00512,Lycaenidae,Poritinae,Pentilini,Pentilina,Ornipholidotos,paradots,,Legs,0.21,42,Ornipholidotos paradots,Ornipholidotos paradoxa,3/26/18,K. Dexter,Szabolcs Sáfián,,,490,553,BN001288,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WA11,BN001355,good,450,7/26/17,BN-SZS-00003,Lycaenidae,Poritiinae,Pentilini,Pentilina,Telipna,acraea,,Legs,0.21,42,Telipna acraea,Telipna acraea,3/26/18,K. Dexter,Szabolcs Sáfián,,X,491,561,BN001355,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WA12,BN001086,good,450,7/26/17,BN-SZS-00073,Lycaenidae,Poritiinae,Liptenini,Epitolina,Iridana,perdita,,Legs,0.212,42.4,Iridana perdita,Iridana perdita,3/26/18,K. Dexter,Szabolcs Sáfián,,,492,569,BN001086,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WB01,BN001094,good,450,7/14/17,LEP 30271,Lycaenidae,Theclinae,Eumaeini,,Laothus,gibberosa,,Thorax,0.212,42.4,Laothus gibberosa,Laothus gibberosa,3/26/18,K. Dexter,,,,493,482,BN001094,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WB02,BN001292,good,450,1/16/17,BN-SZS-00340,Lycaenidae,Deudorigini,,,Paradeudorix,kafuensis,,Thorax,0.23,46,Paradeudorix kafuensis,Paradeudorix kafuensis,3/26/18,K.Dexter,M. Espeland,,,494,490,BN001292,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WB03,BN001303,good,450,1/16/17,BN-SZS-00146,Lycaenidae,Theclinae,Deudorigini,,Pilodeudorix,violetta,,Thorax,0.239,47.8,Pilodeudorix violetta,Pilodeudorix violetta,3/26/18,K.Dexter,M. Espeland,,,495,498,BN001303,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WB04,BN000980,good,450,7/20/17,LEP 43791,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Echinargus,isola,,Thorax,0.242,48.4,Echinargus isola,Echinargus isola,3/26/18,K. Dexter,K. Wilmott,,X,496,506,BN000980,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WB05,BN000969,good,450,9/15/17,LEP 53098,Lycaenidae,Theclinae,Eumaeini,,Cyanophrys,acaste,,Thorax,0.247,49.4,Cyanophrys acaste,Cyanophrys acaste,3/26/18,K. Dexter,H. Romanowski & N. Mega,,,497,514,BN000969,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WB06,BN001246,good,450,1/16/17,BN-SZS-00306,Lycaenidae,Poritiinae,Liptenini,Liptenina,Micropentila,cf. victoriae,,Thorax,0.248,49.6,Micropentila cf. victoriae,Micropentila sp,3/26/18,K.Dexter,M. Espeland,,,498,522,BN001246,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WB07,BN001032,good,450,1/16/17,BN-SZS-00341,Lycaenidae,Poritiinae,Liptenini,Epitolina,Geritola,albomaculata,,Thorax,0.258,51.6,Geritola albomaculata,Geritola albomaculata,3/26/18,K.Dexter,M. Espeland,,,499,530,BN001032,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WB08,BN001085,good,450,12/28/16,MY-2016-101,Lycaenidae,Theclinae,Theclini,,Iratsume,orsedice,orsedice,Thorax,0.259,51.8,Iratsume orsedice,Iratsume orsedice,3/26/18,K.Dexter,Yago,,X,500,538,BN001085,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WB09,BN002865,good,450,11/13/17,LEP 46014,Lycaenidae,Polyommatinae,Polyommatini,,Leptotes,cassius,,"Thorax, Abdomen",0.314,62.8,Leptotes cassius,Leptotes cassius,3/26/18,K. Dexter,,,,501,546,BN002865,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WB10,BN000964,good,450,1/16/17,BN-SZS-00271,Lycaenidae,Poritiinae,Liptenini,Liptenina,Citrinophila,erastus,,Thorax,0.321,64.2,Citrinophila erastus,Citrinophila erastus,3/26/18,K.Dexter,M. Espeland,,,502,554,BN000964,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WB11,BN000919,good,450,4/12/17,LEP 30455,Lycaenidae,Theclinae,Eumaeini,,Arawacus,aetolus,,Thorax,0.339,67.8,Arawacus aetolus,Arawacus aetolus,3/26/18,K. Dexter,,,X,503,562,BN000919,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WB12,BN001096,good,450,1/16/17,BN-SZS-00198,Lycaenidae,Poritiinae,Liptenini,Liptenina,Larinopoda,eurema,,Thorax,0.373,74.6,Larinopoda eurema,Larinopoda eurema,3/26/18,K.Dexter,M. Espeland,,,504,570,BN001096,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WC01,BN000926,good,450,9/15/17,LEP 53191,Lycaenidae,Theclinae,Eumaeini,,Aubergina,vanessoides,,Thorax,0.379,75.8,Aubergina vanessoides,Aubergina vanessoides,3/26/18,K. Dexter,H. Romanowski & N. Mega,,,505,483,BN000926,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WC02,BN002878,good,450,11/13/17,LEP 53240,Lycaenidae,Theclinae,Eumaeini,,Parrhasius,polibetes,,Thorax,0.381,76.2,Parrhasius polibetes,Parrhasius polibetes,3/26/18,K. Dexter,,,X,506,491,BN002878,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WC03,BN001321,good,450,5/31/17,LEP 50916,Lycaenidae,Polyommatinae,Polyommatini,,Pseudophilates,vicrama,,Abdomen/Thorax,0.383,76.6,Pseudophilates vicrama,,3/26/18,K. Dexter,,--,,507,499,BN001321,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WC04,BN001322,good,450,7/14/17,LEP 36334,Lycaenidae,Polyommatinae,Polyommatini,,Pseudozizeeria,maha,,Thorax,0.407,81.4,Pseudozizeeria maha,Pseudozizeeria maha,3/26/18,K. Dexter,,,X,508,507,BN001322,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WC05,BN000912,good,450,12/28/16,MY-2016-055,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Albulina,optilete,daisetsuzana,Thorax,0.431,86.2,Albulina optilete,Agriades optilete,3/26/18,K.Dexter,Yago,,,509,515,BN000912,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WC06,BN002837,good,450,11/13/17,LEP 50259,Lycaenidae,,,,Axioceres,harpax/bambana,,Thorax,0.431,86.2,Axioceres harpax/bambana,,3/26/18,K. Dexter,,,,510,523,BN002837,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WC07,BN002854,good,450,11/13/17,LEP 48616,Lycaenidae,Baliochila,,,Baliochila,,,"Thorax, Abdomen",0.442,88.4,Baliochila,Baliochila sp,3/26/18,K. Dexter,,,,511,531,BN002854,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WC08,BN002875,good,450,11/13/17,LEP 36027,Lycaenidae,Theclinae,Arhopalini,,Narathura,bazalus,,Thorax,0.449,89.8,Narathura bazalus,,3/26/18,K. Dexter,,,,512,539,BN002875,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WC09,BN002840,good,450,11/13/17,LEP 50396,Lycaenidae,Polyommatinae,Polyommatini,,Azanus,natalensis,,"Thorax, Abdomen",0.457,91.4,Azanus natalensis,Azanus natalensis,3/26/18,K. Dexter,,,,513,547,BN002840,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WC10,BN001378,good,450,7/14/17,LEP 32204,Lycaenidae,Polyommatinae,Polyommatini,,Zizeeria,knysna,,Thorax,0.464,92.8,Zizeeria knysna,Zizeeria knysna,3/26/18,K. Dexter,,,,514,555,BN001378,,,,,,,
YES,YES,NO,NA,,,FMN_456204_P06_WC11,BN002849,good,450,11/13/17,LEP 36047,Lycaenidae,Polyommantinae,Polyommantini,,Celastrina,argiolus,,Thorax,0.476,95.2,Celastrina argiolus,Celastrina argiolus,3/26/18,K. Dexter,,,X,515,563,BN002849,,,,,,,
